No.4
time,x,y,z,rx,ry,rz,x_dot,y_dot,z_dot,wx,wy,wz,ax,ay,az,arpha_x,arpha_y,arpha_z

0.004,0.494497,-0.000313017,0.139336,-0.0110838,3.1181,-0.0118942,0,0,0,0,0,0,0,0,0,0,0,0,
0.073,0.494497,-0.000313017,0.139336,-0.0110854,3.11747,-0.0118883,0,0,0,8.90283e-05,-0.0126837,9.78116e-05,0,0,0,0,0,0,
0.14,0.494497,-0.000313017,0.139336,-0.0110874,3.11664,-0.0118806,0,0,0,0.000116329,-0.0165731,0.000127806,0,0,0,0.000546011,-0.0777891,0.000599879,
0.205,0.494497,-0.000313017,0.139336,-0.0110898,3.11567,-0.0118716,0,0,0,0.000139288,-0.0198442,0.00015303,0,0,0,0.000468564,-0.0667554,0.000514792,
0.27,0.494497,-0.000313017,0.139336,-0.0110922,3.11468,-0.0118624,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,-5.46229e-05,0.00778202,-6.00119e-05,
0.334,0.494497,-0.000313017,0.139336,-0.0110945,3.11372,-0.0118535,0,0,0,0.000133773,-0.0190583,0.00014697,0,0,0,-5.46011e-05,0.00777891,-5.99879e-05,
0.397,0.494497,-0.000313017,0.139336,-0.0110969,3.11275,-0.0118445,0,0,0,0.000139288,-0.0198442,0.00015303,0,0,0,0.000112568,-0.0160373,0.000123674,
0.46,0.494497,-0.000313017,0.139336,-0.0110993,3.11178,-0.0118355,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,-5.57154e-05,0.00793767,-6.12122e-05,
0.522,0.494497,-0.000313017,0.139336,-0.0111017,3.11081,-0.0118265,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,1.08518e-13,-3.407e-13,-1.34165e-14,
0.586,0.494497,-0.000313017,0.139336,-0.011104,3.10983,-0.0118175,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,-1.67607e-13,1.74166e-13,7.01799e-14,
0.655,0.494497,-0.000313017,0.139336,-0.0111064,3.10884,-0.0118083,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,6.43564e-14,7.34706e-14,-5.38179e-14,
0.718,0.494497,-0.000313017,0.139336,-0.0111087,3.10789,-0.0117995,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,-9.16317e-15,-2.20983e-13,4.10426e-14,
0.781,0.494497,-0.000313017,0.139336,-0.0111111,3.1069,-0.0117903,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,-4.28898e-16,5.09533e-14,-5.36946e-14,
0.842,0.494497,-0.000313017,0.139336,-0.0111135,3.10592,-0.0117813,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,4.73748e-14,8.12544e-14,1.87713e-14,
0.906,0.494497,-0.000313017,0.139336,-0.0111158,3.10497,-0.0117725,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,-5.99514e-14,1.63206e-13,-9.51443e-16,
0.975,0.494497,-0.000313017,0.139336,-0.0111181,3.104,-0.0117635,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,5.90126e-14,-3.02813e-13,2.45789e-14,
1.038,0.494497,-0.000313017,0.139336,-0.0111204,3.10303,-0.0117545,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,-3.92481e-14,6.93889e-14,-2.21828e-14,
1.097,0.494497,-0.000313017,0.139336,-0.0111228,3.10205,-0.0117456,0,0,0,0.000133826,-0.019066,0.000147029,0,0,0,-5.24808e-05,0.00747685,-5.76585e-05,
1.161,0.494497,-0.000313017,0.139336,-0.0111251,3.10108,-0.0117366,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,5.35305e-05,-0.00762638,5.88117e-05,
1.226,0.494497,-0.000313017,0.139336,-0.0111274,3.10011,-0.0117276,0,0,0,0.000139288,-0.0198442,0.00015303,0,0,0,5.68524e-05,-0.00809966,6.24614e-05,
1.291,0.494497,-0.000313017,0.139336,-0.0111298,3.09914,-0.0117186,0,0,0,0.000133826,-0.019066,0.000147029,0,0,0,-0.000107104,0.0152589,-0.00011767,
1.361,0.494497,-0.000313017,0.139336,-0.011132,3.09818,-0.0117099,0,0,0,0.000133773,-0.0190583,0.00014697,0,0,0,-1.07061e-06,0.000152528,-1.17623e-06,
1.429,0.494497,-0.000313017,0.139336,-0.0111343,3.09723,-0.0117011,0,0,0,0.000133773,-0.0190583,0.00014697,0,0,0,-4.76941e-14,-5.55112e-15,-2.73219e-15,
1.497,0.494497,-0.000313017,0.139336,-0.0111366,3.09626,-0.0116921,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,5.46011e-05,-0.00777891,5.99879e-05,
1.568,0.494497,-0.000313017,0.139336,-0.0111389,3.09529,-0.0116832,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,1.38053e-13,3.96835e-13,-1.44622e-14,
1.639,0.494497,-0.000313017,0.139336,-0.0111412,3.09431,-0.0116742,0,0,0,0.000139288,-0.0198442,0.00015303,0,0,0,5.68524e-05,-0.00809966,6.24614e-05,
1.703,0.494497,-0.000313017,0.139336,-0.0111435,3.09334,-0.0116653,0,0,0,0.000133826,-0.019066,0.000147029,0,0,0,-0.000107104,0.0152589,-0.00011767,
1.772,0.494497,-0.000313017,0.139336,-0.0111459,3.09235,-0.0116561,0,0,0,0.000139233,-0.0198362,0.000152969,0,0,0,0.000108132,-0.0154053,0.0001188,
1.836,0.494497,-0.000313017,0.139336,-0.0111481,3.0914,-0.0116474,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,-5.57154e-05,0.00793767,-6.12122e-05,
1.9,0.494497,-0.000313017,0.139336,-0.0111504,3.0904,-0.0116382,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,-1.75164e-13,-8.59198e-14,2.87686e-15,
1.967,0.494497,-0.000313017,0.139336,-0.0111527,3.08945,-0.0116295,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,2.67636e-13,1.50177e-13,7.75315e-15,
2.033,0.494497,-0.000313017,0.139336,-0.011155,3.08848,-0.0116206,0,0,0,0.000133826,-0.019066,0.000147029,0,0,0,-5.24808e-05,0.00747685,-5.76585e-05,
2.097,0.494497,-0.000313017,0.139336,-0.0111573,3.08751,-0.0116116,0,0,0,0.000139288,-0.0198442,0.00015303,0,0,0,0.000111475,-0.0158817,0.000122473,
2.163,0.494497,-0.000313017,0.139336,-0.0111595,3.08653,-0.0116027,0,0,0,0.000133826,-0.019066,0.000147029,0,0,0,-0.000107104,0.0152589,-0.00011767,
2.229,0.494497,-0.000313017,0.139336,-0.0111618,3.08558,-0.011594,0,0,0,0.000133773,-0.0190583,0.00014697,0,0,0,-1.07061e-06,0.000152528,-1.17623e-06,
2.294,0.494497,-0.000313017,0.139336,-0.011164,3.08461,-0.011585,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,5.46011e-05,-0.00777891,5.99879e-05,
2.364,0.494497,-0.000313017,0.139336,-0.0111663,3.08364,-0.0115761,0,0,0,0.000136503,-0.0194473,0.00014997,0,0,0,1.2992e-13,2.16493e-13,-7.96889e-15,
