No.0
time,x,y,z,rx,ry,rz,x_dot,y_dot,z_dot,wx,wy,wz,ax,ay,az,arpha_x,arpha_y,arpha_z,ex,ey,ez,erx,ery,erz

0.004,0.499305,-0.000279467,0.139325,0.011017,-3.14073,0.0121099,-0.000749215,-2.68151e-05,-0.00592014,0.0022143,0.010682,-0.0001973,-1.124,0.0417105,1.30209,-0.478887,-1.2107,0.0236465,-1.00991e-05,3.57549e-05,-1.11053e-05,-1.21123e-05,1.68011e-05,-0.000103395,
0.079,0.4993,-0.00025564,0.139215,0.0109975,-3.14012,0.0118877,0.00214312,-0.00651014,0.0041837,5.30738e-05,2.00394e-05,-6.13301e-05,2.09172,-6.36746,4.08463,-0.00774149,-0.00981088,0.00842378,-1.51166e-05,5.95823e-05,-0.000120876,0.000125761,0.000630569,-0.000116842,
0.155,0.499295,-0.000241216,0.139207,0.0109782,-3.14013,0.0118824,0.00142795,-0.00422479,0.00292913,-2.08394e-05,0.000157016,-0.000119187,2.00296,-5.94432,4.11157,0.000901963,-0.0249254,0.0148456,-1.92645e-05,7.40064e-05,-0.000128639,0.0001292,0.00062015,-0.000129133,
0.229,0.499287,-0.000214577,0.139189,0.010957,-3.14014,0.0118837,0.00149202,-0.00452805,0.00290456,1.22002e-05,-0.000141858,-0.000162077,1.95626,-5.95455,3.80979,-0.00286355,0.0092274,0.0199929,-2.81576e-05,0.000100646,-0.000146466,0.000128414,0.000611105,-0.000142632,
0.303,0.499281,-0.000200934,0.139179,0.0109274,-3.14015,0.0118838,0.00485398,-0.0143387,0.00941698,-1.31794e-05,-0.000124813,-0.000164268,1.96102,-5.79797,3.80483,4.95905e-05,0.00923933,0.025447,-3.35425e-05,0.000114288,-0.000157002,0.000128407,0.000597833,-0.000161407,
0.374,0.499282,-0.000202786,0.13918,0.0108887,-3.14017,0.0118845,0.0011856,-0.00360745,0.00230537,-5.6276e-05,-0.000264602,-0.000291112,1.8387,-5.61469,3.57619,0.00490773,0.0233499,0.0347901,-3.29406e-05,0.000112436,-0.000155675,0.000128055,0.000576428,-0.000186073,
0.447,0.49928,-0.000197242,0.139177,0.0108519,-3.14018,0.0118926,0.00142523,-0.00439035,0.00278545,1.28927e-05,0.000180346,-0.000131054,1.76168,-5.44242,3.44338,-0.00289595,-0.0272223,0.0173144,-3.43731e-05,0.00011798,-0.000158794,0.000123004,0.000562907,-0.000209476,
0.516,0.499284,-0.000204285,0.139185,0.0108303,-3.14017,0.011889,0.000854246,-0.00265196,0.00165249,4.26671e-05,0.000130503,-0.000136484,1.75193,-5.46456,3.38966,-0.00611903,-0.0208247,0.0174499,-3.04072e-05,0.000110937,-0.000150571,0.000125204,0.000571872,-0.000223225,
0.587,0.499282,-0.000198264,0.13918,0.0108192,-3.14017,0.0118837,0.00120229,-0.00358724,0.00240236,4.05255e-05,0.00020034,-1.80984e-05,1.7251,-5.16429,3.44846,-0.00605923,-0.0293437,0.00450132,-3.30494e-05,0.000116958,-0.000155656,0.000128551,0.000580299,-0.000230328,
0.658,0.499288,-0.000216974,0.139193,0.0108156,-3.14016,0.0118827,0.00114131,-0.00346708,0.00229959,-7.30584e-06,0.000264657,5.98327e-05,1.73571,-5.2918,3.49915,-0.000632975,-0.0365485,-0.00430367,-2.67206e-05,9.82478e-05,-0.000142945,0.000129162,0.000586039,-0.000232604,
